X8342 X8359 X8354 X3018 X8337 X723790 X8370 X8338 X8334 X55290 X29894 X9013 X51497 X5437 X6430 X6749 X6884 X905 X55718 X51692 X9295 X6908 X10250 X2959
TCGA-BH-A0HW 12.4875258936714 11.9692860472371 3 10.7067009633891 11.4771270444911 11.4383486443853 15.02975964509 14.4523465388772 22.7787135636319 18.5261532567327 18.4287174673021 16.9664949037932 18.1831162641901 18.5125009839763 19.6942346659698 19.5644565594126 18.4818658220748 16.8523004682019 17.1747438822477 17.7690323950063 18.7156702256316 16.8883204251267 18.1258667956395 18.1949766046492
TCGA-BH-A18S 10.8426666554941 3 9.74057559887539 9.29156000623536 12.4812977715797 12.5942596320858 15.525500527703 15.8028868323007 22.1180223520468 16.8940425880356 16.9720758757397 16.4686946871923 18.1816934376117 18.3841371421004 19.3114011351578 19.1615297460832 18.8581853377023 16.8590639124483 17.0739599527937 18.1985293549837 18.7990054369887 16.3772144323259 18.0522738531457 18.6230502630584
TCGA-D8-A27E 3 3 3 3 10.7090840422784 3 12.0475972565226 14.3115498919155 21.3170956715068 15.7359989238326 17.5523518402536 16.4574760788616 18.1055256211954 17.7610130884831 19.803745287749 19.0006269651548 18.8321025082587 16.9183445533505 17.1881456804115 17.8580828046633 18.6056958262343 17.1777535152436 18.0441215411738 18.1081525993677
TCGA-E2-A1IH 9.80009877244954 3 3 3 3 3 10.0829405511525 14.6607473125491 21.1758645613988 15.9048915291575 17.0857650227314 16.2341603545311 18.2208913040074 18.5924357632759 18.7006284352584 18.7872810028394 18.6868129219867 17.0913888773062 16.2542545144599 18.4793972977532 17.9176103475206 17.7254082948099 17.6832893970136 17.9792886711071
TCGA-A8-A091 10.3026368979933 3 3 11.3196109370583 11.0936734853354 10.7343562778007 12.2439815154738 13.9043955743517 21.5295392510837 17.5934377509253 18.4942565426386 16.3769021610133 19.813397212639 18.151358795682 20.6010837094882 19.4552102620115 17.7964174519002 17.2300620104623 17.7533128247822 17.486062794651 18.6874059723096 17.0739344649107 18.1392004436724 17.5132893593109
TCGA-A2-A04W 14.4062259960537 3 11.4930018762511 3 11.0766780031082 3 11.1111246074541 15.9571551352825 18.1789283490072 16.4559079611826 17.5561035763166 16.4428046013528 18.4274744916012 17.9789930693984 18.6204613447867 19.0060709097322 20.5694058421829 16.0976571913954 16.3352773302093 18.043607292831 18.0618485616237 16.2719512624737 18.2155191581791 18.106363755821
TCGA-D8-A1X5 11.2663526376781 3 3 3 9.74812821354836 3 13.0506863295838 15.5857631096001 19.1614001733168 14.6437098623297 18.7602312552047 16.0376631694555 19.4160033575403 18.8621366237579 19.0212926116617 19.2297383460593 19.7088521831691 17.0204724988186 17.4187122625833 18.0086315281112 18.4395270007885 17.829681937526 17.8179424737148 17.6973386828145
TCGA-BH-A5J0 11.9474331186871 3 3 3 10.8388455213508 9.80658713703394 12.8162370607835 15.7183937101562 20.4668056538372 16.3946576344076 18.8236679286518 17.1559965276274 18.6761292738391 19.34767397395 19.7913998043456 19.0463900020783 18.8016787820042 15.6597613687849 16.9320678676126 17.5699707023596 17.8008386058504 17.538367310483 17.229822086893 18.3595669786507
TCGA-A2-A1G1 10.553431819778 9.84656680193419 3 9.99375193170718 3 3 11.2506787717228 13.0983272715393 18.0117082807022 16.1237157482927 17.6312972845597 16.100533889921 19.1043161242605 18.1060588174421 18.5967710394362 19.7117129440998 19.95097755987 16.7282392855974 16.1567615697541 19.2307757927162 18.9000712005749 17.9538282538271 18.6119823596889 18.3617668417738
TCGA-A8-A097 11.041575328237 3 3 9.89991464142812 11.5130288274572 10.4782987056653 14.0827327156065 13.1191813160944 20.9620248307982 18.126717856181 17.3364710700294 16.2485338338739 18.3173948784123 17.761975097418 19.6526451124204 18.9558670517947 19.4748229174399 16.3259437379402 16.9677940168257 18.3646158233585 18.7212927855131 16.6685712413568 17.8474384000366 18.6284473172283
TCGA-C8-A130 12.0062774823511 11.8797426545112 9.90620045823574 11.4442731099646 9.49256572998169 10.4458634633 7.75800048420967 16.0360470601553 20.2116801832525 16.0325324241265 18.1598990311401 17.4447905031412 17.4946897939851 19.0735283256139 19.0604853124326 20.0568056308977 18.9532707398115 16.7047134124786 16.7112952777363 18.7052557437884 18.7538434510017 17.6716961930898 18.0492520490753 17.73370414689
TCGA-A8-A0AD 10.2743865722006 3 10.1657727633766 9.71548735552957 3 3 11.4288645256361 14.8755944716753 19.0991424499342 15.947573502304 17.8822622435759 15.9539257189854 17.6526908014584 18.0812856043972 19.6772987296036 19.2057793486884 18.8923161994217 17.0322099246288 17.2258545770098 17.9453174028309 18.6199769919855 17.2657796869503 17.7339945858757 18.0160547307635
TCGA-A2-A0YL 3 3 9.67373057093797 3 3 3 10.7975075275191 14.4905828651341 18.4762802209001 16.2697697478767 17.7935145614059 16.6363006454118 18.2415196646247 17.9622682098431 19.4417888003324 19.2329574806865 18.329100220855 17.0229052503985 16.2938002267467 17.9629472758343 18.5921020647323 17.3125527868348 17.8513766068695 18.1514926064464
TCGA-A8-A09G 12.4897760883426 12.2928880842569 9.58616003542462 9.13770606281692 9.17352522670031 3 13.239790840408 14.2322923160264 21.0147079515847 16.1878970431218 18.2694586468626 16.0401792355078 18.2698168518206 17.6792064832358 19.0743436100145 19.1125100795376 19.5948406119101 17.0180269756138 16.6761856589651 17.6921265717397 17.9976275062831 17.2863337586936 18.5917573055516 17.3378883800565
TCGA-A2-A25E 11.7230339780522 3 3 3 9.21219198105208 3 13.2538909111087 13.6868081794504 20.743392934794 16.621148158769 18.6610523204979 15.9838768234092 19.3843763204242 18.6157700112365 19.1575555588487 19.1909406920155 18.5606146083319 17.1298383842281 16.8149138928652 18.1819336067764 19.3103762933207 17.2237275497355 17.9844785177876 18.3616782290006
TCGA-LL-A73Y 3 3 3 9.33181792532629 3 3 8.60724559243975 14.014078901237 17.7525596866909 15.9512534047362 18.8141469554441 17.4736911872874 18.2450949934404 18.1596368005684 19.5591970357761 18.8623072444269 19.0343957909728 17.4935812411546 16.3566787934299 17.3022108115111 19.2864132735342 17.6612517926477 17.8123465129738 18.4488721811952
TCGA-AR-A1AK 3 3 3 9.47362037023892 3 3 10.8968325482397 16.053214259532 18.1419043810145 15.867929667907 18.2003572581305 16.9312836320121 18.6150107692839 18.1241350736611 19.1761222456336 19.0284407872361 18.0242317838741 16.4901696845617 17.1289921927545 17.7655802978186 18.3485832626776 17.4199952977399 17.9395271665132 18.0216338522157
TCGA-LL-A740 10.1448836229146 10.4312812278932 3 3 11.6113318491184 3 13.5362679225366 14.8562468572168 20.1119511354284 16.3838914202021 18.613571575732 17.2750257761741 19.0788107994291 18.3767438252056 19.5793772202145 18.9096700727884 19.4469300882917 16.3799793316732 17.3470589737459 18.0583971294622 18.3588162966285 16.877849322893 17.6254797559712 18.2787451351868
TCGA-A7-A425 10.944789205594 3 3 3 9.42875135482638 10.9637706971761 12.9260109946544 16.6867079198089 19.4890407388369 16.0794627152886 19.4730829985717 18.4215778018842 18.6340183022558 18.3195661833704 20.2564218341555 18.9764758324227 18.1996681297767 16.0356465324572 17.7985832712566 17.4173038089728 18.5548813365965 17.7604740799647 17.7332976607122 17.7228291756678
TCGA-AN-A0XO 10.6376990994299 9.93055708232545 9.53671259457362 10.0778115755166 3 3 13.706542632708 14.3521928587996 20.7234343644489 17.2010206078148 18.2267523101188 16.0478466050528 18.4568818585133 19.2047905189894 19.36149353017 19.3467188391063 18.6895378379174 17.0169849720866 16.6438083558923 18.3230957768523 17.9826153103467 17.3660318087695 17.5623500140283 17.6188543143709
TCGA-AC-A3W7 9.62586115372749 3 3 3 3 3 11.2231084885756 14.5779675268262 20.1941035857481 16.3525637366026 19.4117083000357 17.7664732675423 18.1475054286225 18.2286737810325 20.8304861047466 18.9216321460246 18.5993770727582 16.9242653301183 17.0242330909158 17.3857446990277 19.1071937354592 17.4351266304275 18.3286451139313 17.672621790357
TCGA-BH-A0H5 3 3 3 3 3 3 11.7803831067756 14.8630272025485 21.6704537887089 15.7910420716707 18.1625809749686 16.6599820173602 18.2278413415384 17.8295225374251 19.7965607039242 19.2271557707399 18.6558948507381 16.5725409849897 16.5855273180123 18.0230068235626 18.4243483073429 17.2775730099268 17.9996373543163 18.274041566144
TCGA-C8-A1HL 10.5306293596061 13.3970835262837 3 9.97100776817389 3 3 14.2009017635198 15.9155741307467 21.1455621248362 14.6776681238857 17.640992853775 16.9215677026529 18.5064730413272 19.2358083300969 19.5236408754757 18.4941914882628 19.1805366433864 17.3466304353116 16.8526088953745 18.6115142056406 18.5860140630115 17.631048482884 17.5693691886728 18.1493305407933
TCGA-A2-A0YF 3 9.83480547888098 9.44121782125559 8.99334837901569 3 3 10.7004537844705 13.8932594310473 20.1036264071508 15.5476667367662 17.3894207585136 15.7271955787538 18.0515038904562 18.277373003919 19.2105471653426 18.9014986730577 18.5639740596387 17.0895314469478 16.8992376313413 18.4046888064669 18.4570977656421 17.4787730931523 17.6104040419728 18.6983270699662
TCGA-E2-A15J 9.95076652734462 3 3 3 3 9.39045310729377 13.5943896288472 14.153934479263 20.6737672335081 15.0309634546247 19.0403311787046 16.3575867383545 18.1388065377667 18.639943612091 19.2514106363099 19.7479921161349 18.6963311016806 16.6832857832011 17.9240577408019 18.1494625567692 19.0297655294663 17.3606121613193 18.1085000260542 18.1022391997839
TCGA-BH-A0BW 10.8973580670897 10.189457232893 9.79499772983497 10.3369017926719 10.3730086439042 11.6509118053561 13.236549842883 14.3817138691403 19.8051030066473 15.8258505048674 18.3350323655085 17.321806017945 18.4550896931114 17.6327816090786 18.341915946133 19.4305540465286 19.2904543569011 16.9320279317459 16.4813967474563 19.0033770514589 18.8539307022066 16.8558047198266 18.4311991825267 18.071611883972
TCGA-A1-A0SJ 3 10.2838950303477 3 3 3 3 12.7756752735404 14.9530433119682 17.7000813868009 16.7014181046751 18.3015657082809 16.8265024356691 19.2100840206002 17.6889542228015 18.6828499113093 18.7910395392008 17.9884262273553 16.5682081735194 16.4897153926585 18.2466105198491 17.8411980426358 17.458919138028 17.7882952173034 18.3215692778838
TCGA-A2-A0EY 9.93321339259369 10.2193188456774 3 9.37549765284661 3 3 9.63614052940376 11.8907193123198 17.3591280798785 16.2220523041867 18.8198083251488 16.5616053515319 18.7708763085393 18.7070381842531 18.8967431959096 19.5866257327383 18.5916835351755 16.7601033825843 17.7010253125004 18.1268338221955 18.1126144965656 17.6944158191926 17.6375681772125 17.5615912075403
TCGA-A8-A07R 3 11.5892930940314 3 3 9.20500961952198 3 10.2295383343773 14.8489680168563 17.5406918593796 16.0893148561706 18.1482570065594 16.0911723803173 19.1524102884933 20.1579158843929 19.0020823932986 20.736869998939 19.312041127753 15.7365411038578 16.9118154304493 17.8629322586261 18.3772299907465 16.6790162489485 18.6663681634395 17.644207171779
TCGA-BH-A18G 3 3 3 12.9184556492772 3 3 13.2405977216061 16.1837455207204 19.364089182785 16.4049953552628 17.8169659686829 16.7686563371917 18.5352831911737 19.4894982990451 18.8656240228031 19.3281944828137 18.74061545065 16.6104914198239 16.7400177901426 18.3422780799243 18.3625176932568 17.1765719767872 17.9454543713465 18.6371437494148
